"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 22 19:30:41 CST 2020","Sun Mar 22 19:30:41 CST 2020","1","","test_xuexi","Testcase","","","test_one",""
"passed","Sun Mar 22 19:30:41 CST 2020","Sun Mar 22 19:30:41 CST 2020","0","","test_xuexi","Testcase","","","test_thour",""
"passed","Sun Mar 22 19:30:41 CST 2020","Sun Mar 22 19:30:41 CST 2020","0","","test_xuexi","Testcase","","","test_three",""
"passed","Sun Mar 22 19:30:41 CST 2020","Sun Mar 22 19:30:41 CST 2020","1","","test_xuexi","Testcase","","","test_two",""
